Series Name,Series Code,Country Name,Country Code,Region,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Brunei Darussalam,BRN,Western Pacific Region,..,..,..,..,..,3.12,3.12,3.12,3.12,3.12,2.86,2.6,2.34,2.08,1.82,1.56,1.3,1.04,0.78,0.52,0.26,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Bulgaria,BGR,European Region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Burkina Faso,BFA,African Region,73.97530949,73.42936155,71.241145,69.06348175,66.89524225,64.74051746,62.5982178,60.58270828,58.66909463,56.77011863,54.88489701,53.0139188,51.15824646,49.31830607,47.49397445,45.68626709,43.89560947,42.12392887,40.37100761,38.63670543,36.92228527,35.22758501
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Burundi,BDI,African Region,2.92436705,2.84954889,2.774525329,2.699300713,2.623870417,2.548229065,2.472360186,2.396269754,2.319928109,2.243366108,2.166527905,2.089418793,2.012045268,1.934359634,1.85639572,1.778118078,1.699518706,1.620589595,1.54132286,1.461710419,1.456252945,1.450667925
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Cabo Verde,CPV,African Region,51.1227361,48.86952335,46.63675602,44.42544356,42.23477295,40.06596443,37.91787231,35.79128877,33.68514473,31.60097909,29.54058382,27.5755638,25.62278159,23.68239844,21.75430548,19.83839974,17.93515114,16.04453396,14.16612833,12.30004087,10.44569607,8.603019033
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Cambodia,KHM,Western Pacific Region,87.45093022,83.97971071,80.51342758,77.05207979,73.59510113,70.14255364,66.6950299,63.25202684,59.79585358,56.25417572,52.72545162,49.20999957,45.70813197,42.22054224,38.74677529,35.28754497,31.84316727,28.41424796,24.99942499,21.59958334,18.2150626,15.00306327
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Cameroon,CMR,African Region,8.539538374,8.31422041,8.091515157,7.871565958,7.654253613,7.439964935,7.228449855,7.019715784,6.813769059,6.610731161,6.410490801,6.213164926,6.01875333,5.827361016,5.638979774,5.453603432,5.271225081,5.092027051,4.915802362,4.742724959,4.572684323,4.405838225
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Canada,CAN,Region of the Americas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Cayman Islands,CYM,#N/A,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Central African Republic,CAF,African Region,22.66508927,22.8377356,23.00990791,23.18190635,23.35373119,23.51901732,23.67769752,23.82939851,23.97435996,24.11251129,24.24347864,24.36750294,24.48420436,24.59351426,24.69567418,24.79030336,24.87701935,24.95637813,25.02799599,25.09180399,25.14773232,25.19570959
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Chad,TCD,African Region,71.37047757,71.00311545,70.63659132,70.26956419,69.90270946,69.53602692,69.16951261,68.80250914,68.43634085,68.07034554,67.69279922,67.30385383,66.90299718,66.49101735,66.06805777,65.63361976,65.18785575,64.73090293,64.26228425,63.78278551,63.29129528,62.78860601
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Channel Islands,CHI,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Chile,CHL,Region of the Americas,2.299664806,2.174354886,2.049619779,1.927071513,1.804515188,1.681986336,1.559449354,1.436927946,1.314398602,1.191884653,1.069385965,0.946879421,0.824388136,0.701900515,0.579416558,0.456830564,0.333480549,0,0,0,0,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,China,CHN,Western Pacific Region,2.530951797,2.486170761,2.321865679,2.161918288,2.00649762,1.855904756,1.711349382,1.572070085,1.437551265,1.308018001,1.183396183,1.064909997,0.951729806,0.843322079,0.739603207,0.640593908,0.546266161,0.456640252,0.371749877,0.291428436,0.215474035,0.143684927
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Colombia,COL,Region of the Americas,8.364190118,8.025164659,7.693063604,7.367803867,7.049523998,6.738118578,6.433480944,6.13570754,5.8444748,5.559676647,5.281389116,5.009484889,4.743667352,4.483992679,4.230332436,3.982412853,3.740129599,3.50350614,3.27241526,3.046731477,2.826214889,2.610863573
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Comoros,COM,African Region,0.66289775,0.657883747,0.652870407,0.647858528,0.642846463,0.637821495,0.632783198,0.627731268,0.622666195,0.617586774,0.61249175,0.60738257,0.602258011,0.597116758,0.59196026,0.591839378,0.591702905,0.591551802,0.591386004,..,..,..
People practicing open defecation (% of population),SH.STA.ODFC.ZS,"Congo, Dem. Rep.",COD,African Region,10.45708725,10.55699395,10.65522218,10.7517586,10.84659237,10.93919612,11.02928147,11.11680926,11.20200815,11.28457901,11.36475738,11.44223728,11.51725867,11.5897931,11.65966769,11.72699319,11.79173844,11.85402064,11.91366682,11.97079688,12.02538383,11.93615586
People practicing open defecation (% of population),SH.STA.ODFC.ZS,"Congo, Rep.",COG,African Region,8.237054022,8.176407275,8.246894577,8.312875869,8.374381797,8.431444799,8.484094986,8.532201232,8.575443564,8.613805227,8.647093968,8.675644983,8.699268889,8.717951944,8.731874679,8.741039368,8.745446295,8.745093676,8.646986801,8.548880681,8.450988949,8.353527788
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Costa Rica,CRI,Region of the Americas,0.769481294,0.731967436,0.695218522,0.659229351,0.62400502,0.589558615,0.555856696,0.522898566,0.49066161,0.459164314,0.428354295,0.398233443,0.368872625,0.340231676,0.312267322,0.284931351,0.258181195,0.23198124,0.206289177,0.181069639,0.156284783,0.131904188
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Cote d'Ivoire,CIV,African Region,36.68742285,35.89974266,35.11957689,34.34750088,33.58304656,32.82773415,32.08058396,31.34162262,30.61088531,29.88929054,29.1759365,28.4708592,27.77449923,27.08685803,26.40793703,25.73428601,25.06693014,24.40572457,23.75091917,23.10310205,22.46249391,21.82930903
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Croatia,HRV,European Region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Cuba,CUB,Region of the Americas,1.70601242,1.625239184,1.545246871,1.468096207,1.3934729,1.319167482,1.245148751,1.171416505,1.097970649,1.024833556,0.951979941,0.879409723,0.807122974,0.735853918,0.664899765,0.594037498,0.523294357,0.452528536,0.381800179,0.311176011,0.240706317,0.170451187
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Curacao,CUW,#N/A,0.961187829,0.908227335,0.855266841,0.802306347,0.749345853,0.69638536,0.643424866,0.590464372,0.537503878,0.484543385,0.431582891,0.378622397,0.325661903,0.272701409,0.272701409,0.272701409,0.272701409,0.272701409,..,..,..,..
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Cyprus,CYP,European Region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Czechia,CZE,European Region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Denmark,DNK,European Region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Djibouti,DJI,Eastern Mediterranean Region,19.29301161,19.26379337,19.23457177,19.20534977,19.17613176,19.0031232,18.82961257,18.65622575,18.48297148,18.31047238,18.13182923,17.94708818,17.75691248,17.56071717,17.35978722,17.15229836,16.9401482,16.7227543,16.50015916,16.2723925,16.18210273,16.08689571
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Dominica,DMA,Region of the Americas,16.27560982,15.45218353,14.62875724,13.80533095,12.98190466,12.15847837,11.33505207,10.51162578,9.688199492,8.864773201,8.04134691,7.217920618,6.394494327,5.571068036,5.571068036,5.571068036,5.571068036,5.571068036,..,..,..,..
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Dominican Republic,DOM,Region of the Americas,5.230018675,5.058579134,4.889884677,4.694866627,4.49265721,4.296453799,4.105871109,3.920977118,3.74164224,3.568203077,3.400098126,3.243067638,3.0944696,2.950146375,2.809875164,2.673493963,2.540943664,2.412251476,2.287973644,2.167875816,2.051730346,1.939232675
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Ecuador,ECU,Region of the Americas,13.16938183,12.46580565,11.80955142,11.18354567,10.56115622,9.942565422,9.327745868,8.716339762,8.108686288,7.504759691,6.904392655,6.311967089,5.725353339,5.141241343,4.559732072,3.980614194,3.404080469,2.830029956,2.315791343,1.893227131,1.473821227,1.058088218
People practicing open defecation (% of population),SH.STA.ODFC.ZS,"Egypt, Arab Rep.",EGY,Eastern Mediterranean Region,1.781782134,1.681040966,1.580392792,1.47983785,1.379376083,1.279007529,1.178732055,1.078920846,0.979320897,0.87967335,0.779993342,0.680267852,0.580643549,0.480906901,0.381064934,0.281113603,0.181052966,0.080912886,0.042789563,0.024814738,0.006822312,0.00683491
People practicing open defecation (% of population),SH.STA.ODFC.ZS,El Salvador,SLV,Region of the Americas,9.510572547,9.419051287,9.327863107,8.757235633,8.19552452,7.643270956,7.09995604,6.559242185,5.990618413,5.437799405,4.9002909,4.377760045,3.870162405,3.377387843,2.898985489,2.434751956,1.985096321,1.549508123,1.127301483,0.782103873,0.505755409,0.243106626
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Equatorial Guinea,GNQ,African Region,10.67990369,10.01383434,9.358391635,8.713917111,8.080384644,7.458110133,6.846821323,6.246547395,5.65713783,5.078556757,4.510490477,3.952703989,3.404912821,2.876913933,2.871056556,2.86526434,2.859591709,2.854071322,..,..,..,..
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Eritrea,ERI,African Region,82.72894016,81.49133373,80.24562771,78.99247408,77.73192795,76.46519218,75.19118507,73.91166438,72.62499819,71.56416774,70.50199941,69.43795534,68.3726092,68.03421014,67.69357863,67.35015535,67.00394546,..,..,..,..,..
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Estonia,EST,European Region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Eswatini,SWZ,African Region,22.87847163,21.80720024,20.73209794,19.65320643,18.57100051,17.48483148,16.39515853,15.29376165,14.14227485,12.99655317,11.85663837,10.7224514,9.601843893,8.485222339,7.372707163,6.264232915,5.159478662,4.058810812,2.962493144,1.870853579,0.784220789,0.236306953
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Ethiopia,ETH,African Region,75.4571099,72.66016565,69.86876046,67.08483793,64.30792411,61.5381398,58.77510909,56.01181724,53.17633134,50.3548185,47.54640418,44.75245703,41.97266965,39.21433213,36.47082184,33.74295637,31.03088426,28.33565583,25.65690083,22.99518906,20.35129516,17.72554037
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Faroe Islands,FRO,#N/A,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Fiji,FJI,Western Pacific Region,0.511418145,0.50816814,0.50491815,0.477491823,0.450405267,0.423680675,0.397295846,0.371258236,0.345026236,0.319106672,0.29363463,0.268620068,0.244053956,0.219951299,0.196299198,0.173097598,0.150348637,0.128052646,0.106205771,0.084809002,0,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Finland,FIN,European Region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,France,FRA,European Region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,French Polynesia,PYF,#N/A,1.624636905,1.516327778,1.408018651,1.299709524,1.191400397,1.08309127,0.974782143,0.866473016,0.758163889,0.649854762,0.541545635,0.433236508,0.324927381,0.216618254,0.108309127,0,0,0,0,0,0,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Gabon,GAB,African Region,2.186513342,2.169234054,2.153019331,2.137870168,2.123761922,2.110693201,2.098594004,2.08746321,2.077233142,2.067945871,2.059513601,2.051934588,2.045146264,2.039186485,2.034164737,2.030067329,2.026823282,2.024365567,2.022647506,2.021641295,2.021268776,2.021505831
People practicing open defecation (% of population),SH.STA.ODFC.ZS,"Gambia, The",GMB,African Region,5.442684053,5.114486188,4.793709331,4.483103114,4.189413463,3.901850659,3.620402284,3.345055368,3.075744571,2.812667031,2.555637232,2.304725206,2.059819632,1.821071718,1.588435239,1.361847955,1.141250782,0.926503818,0.717507367,0.514137298,0.316269705,0.123779995
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Georgia,GEO,European Region,0.91758631,0.922235965,0.868207256,0.808371237,0.749547787,0.691609416,0.634539122,0.578336664,0.523013686,0.4685668,0.414983424,0.362271696,0.310421118,0.25944365,0.209322901,0.160062569,0.111636258,0.064075187,0.017395562,0.002728814,0.002917874,0.003109561
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Germany,DEU,European Region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Ghana,GHA,African Region,20.88903757,20.70933295,20.53029914,20.351938,20.17402974,19.9974867,19.82163062,19.6466905,19.47266817,19.30023631,19.12849894,18.95812947,18.78934198,18.62257179,18.45781045,18.2950456,18.13426853,17.97568593,17.81928424,17.66526448,17.51339959,17.36389101
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Gibraltar,GIB,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Greece,GRC,European Region,0.652111962,0.604077281,0.553831648,0.50449465,0.456030128,0.408462589,0.361766322,0.315919847,0.270913313,0.226748831,0.183404948,0.140864727,0.099115489,0.058153864,0.017966652,0,0,0,0,0,0,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Greenland,GRL,#N/A,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Grenada,GRD,Region of the Americas,1.873059361,2.001369863,2.129680365,2.257990868,2.38630137,2.514611872,2.642922374,2.771232877,2.899543379,3.027853881,3.156164384,3.284474886,3.412785388,3.54109589,3.54109589,3.54109589,3.54109589,3.54109589,..,..,..,..
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Guam,GUM,#N/A,0,0.0611,0.1222,0.1833,0.2444,0.3055,0.3666,0.4277,0.4888,0.5499,0.611,0.6721,0.7332,0.7332,0.7332,0.7332,0.7332,..,..,..,..,..
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Guatemala,GTM,Region of the Americas,13.51038962,12.89265841,12.27994812,11.67621876,11.07956779,10.48765795,9.900332804,9.317465045,8.739079002,8.165530086,7.596358575,7.031898362,6.471949803,5.915653228,5.363286275,4.814997191,4.271281711,3.732295286,3.198339196,2.669782229,2.146852948,1.629829375
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Guinea,GIN,African Region,28.72702685,27.67311625,26.62611319,25.5857043,24.55230626,23.52596208,22.50639519,21.49398711,20.48877625,19.49080157,18.49984406,17.51623097,16.53999744,15.57118667,14.60983745,13.65348852,12.70269631,11.75801454,10.81999938,9.889345213,8.966315122,8.051616258
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Guinea-Bissau,GNB,African Region,36.48334601,35.02208741,33.57253003,32.13574347,30.71133758,29.30026719,27.90131057,26.51540318,25.14222614,23.78258793,22.43514561,21.10074326,19.77918492,18.47091,17.17575451,15.89387606,14.62566046,13.37121366,12.13044255,10.90367975,9.691032587,8.492603814
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Guyana,GUY,Region of the Americas,1.307433142,1.261778153,1.216070796,1.171414748,1.126910558,1.082253118,1.037435219,0.992466502,0.947347773,0.902072843,0.856650353,0.8110812,0.76390028,0.716719433,0.669458767,0.622136358,0.574758609,0.527333342,0.479887372,0.432418868,0.384945159,0.337478754
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Haiti,HTI,Region of the Americas,37.06716152,35.6633284,34.27816549,32.91534286,31.84074818,30.81365983,29.80251451,28.80856701,27.83091203,26.87205796,25.93072418,25.00765106,24.102893,23.21767215,22.3510894,21.5037127,20.6789266,19.87758513,19.09890236,18.34235528,18.13326492,17.92884264
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Honduras,HND,Region of the Americas,18.57196568,17.82914297,17.06003965,16.30004449,15.55133902,14.81513981,14.09052248,13.37795841,12.67724796,11.98898768,11.31258188,10.64857177,9.996417221,9.356755071,8.729072334,8.114046361,7.511284994,6.920825864,6.342664643,5.776664902,5.222691267,4.680684335
People practicing open defecation (% of population),SH.STA.ODFC.ZS,"Hong Kong SAR, China",HKG,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Hungary,HUN,European Region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People practicing open defecation (% of population),SH.STA.ODFC.ZS,Iceland,ISL,European Region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
